site_id,brand,location_id,state,state_name,city,name,truck_parking_spaces,has_coordinate,weigh_scale,showers,disposition,reason
0975,TA Express,6975,NV,Nevada,Carlin,TA Express Carlin,50,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0976,TA Express,6976,KS,Kansas,South Hutchinson,TA Express Hutchinson,80,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0977,TA Express,6977,MN,Minnesota,Mankato,TA Express Mankato,75,true,y,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0978,TA Express,6978,TX,Texas,Houston,TA Express Houston,70,true,,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0979,TA Express,6979,CO,Colorado,Grand Junction,TA Express Grand Junction,65,true,,8,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0982,TA Express,6982,WI,Wisconsin,New Lisbon,TA Express New Lisbon,50,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0983,TA,6983,TX,Texas,Shepherd,TA Shepherd,120,true,,5,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0986,TA Express,6986,AR,Arkansas,Judsonia,TA Express Judsonia,92,true,y,6,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0987,TA,6987,KS,Kansas,Wellsville,TA Wellsville,76,true,,4,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0989,TA,6989,AL,Alabama,Robertsdale,TA Robertsdale,178,true,y,7,unsupported,"plausible route-usable parking, but no authoritative source of record — an official TA export is required before any of this may be imported"
0347,TA,6347,KY,Kentucky,Franklin,TA Truck Service Franklin,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
0481,Goasis,6481,PA,Pennsylvania,Breezewood,Goasis Breezewood,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
0483,Goasis,6483,OR,Oregon,Coburg,Goasis Coburg Crossing,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
0487,Goasis,,VA,Virginia,Stony Creek,Goasis Stony Creek,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
0489,Thorntons,6489,IL,Illinois,Romeoville,Thorntons Romeoville,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
0490,Thorntons,6490,IL,Illinois,Cicero,Thorntons Cicero,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
0701,Goasis,6701,OH,Ohio,Ashland,Goasis Ashland,0,true,,0,service-only,no stated truck parking; a network site with no confirmed parking is never route-usable parking
