db_id,name,state,city,category_slug,is_published,bucket,reason
6d390c19-277a-4cba-952d-0d1f19caa00a,TA Truck Service - TA Cartersville,GA,Cartersville,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
6de301f3-14ca-4c44-b816-1820cd9f4ae7,"CAT Scale — Petro Stopping Center #323, Reddick",FL,Reddick,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
713ec7f7-b945-4cab-8cda-063d5d117e1b,TA Truck Service - Wildwood,FL,Wildwood,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
74398e08-61e6-41b8-b3fd-e22c6c6cf6d0,TA Jacksonville South #248,FL,Saint Johns,truck-stops,false,duplicate,"duplicates official site ""TA Jacksonville South"" which already has its own (imported) production row"
76b5c804-3a44-4f97-bbce-c1f66830b180,CAT Scale at TA Express Atkins,AR,Atkins,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
779bb801-20f2-4567-b127-011270581bd1,TA Truck Service at Petro Gary,IN,Gary,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
783d1792-e352-4fb3-bd2b-fc38951c19c8,TA Gary #010 (Burr Street),IN,Gary,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
7a03c1f5-6b4d-4951-98a2-a3e752d2270b,TA Richmond (TravelCenters of America),VA,Ashland,truck-stops,false,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
7ac0bc00-385a-48e5-875a-1576872a51f5,"CAT Scale — TA Knoxville West #269, Knoxville (Watt Road)",TN,Knoxville,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
7b340f8f-28fc-4bca-83a8-bee8a793a4fb,TA Travel Center - Monroe #069,MI,Monroe,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
7d74bb54-f22d-4594-8bc8-9d9710f88ac0,TA Vero Beach #197,FL,Vero Beach,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
7eaa790a-ef79-4337-8268-12328f968bfb,TA Truck Service #326 (at Petro N. Little Rock),AR,North Little Rock,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
7ee7902b-c0a6-4f09-8cd7-ba06e9ecb000,TA Truck Service at TA Gary,IN,Gary,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
8018aa5b-c428-465d-9809-fde4e03cd4a2,Petro Stopping Center Kingston Springs #349,TN,Kingston Springs,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
805a25ba-76a7-4f54-a6f6-0cc3ec6e3ff9,TA Truck Service - TA Florence,KY,Florence,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
8578017a-7ea0-4c38-a6ed-abf7b5a39d0f,Petro Gary #369 (Grant Street),IN,Gary,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
8bf6630b-8c97-45c5-b219-f6b2e21d760a,Petro / TA Florence (TravelCenters of America #195),SC,Florence,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
8e79a54d-cad6-460c-9fd5-d5d118342bd3,CAT Scale at TA Express Stony Creek,VA,Stony Creek,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
904bda8d-b42d-49ce-88d2-5b2fd4ca4191,Petro Stopping Center #323 (Ocala / Reddick),FL,Reddick,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
91b8ddaa-6012-4ab7-839a-ded888eb912d,TA Candler (TravelCenters of America #221),NC,Candler,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
93653e22-f954-4d6b-acd8-9f547ce4b947,TA Lake Park #249,GA,Lake Park,truck-stops,true,exact-match,the site’s own row; already carries everything the master states
9c955780-f55e-47c3-b3d1-62781388e2af,TA Truck Service - Jacksonville South,FL,Saint Johns,tire-repair,false,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
a8c59dd9-a02e-41d1-b843-850c5fa78b43,TA Truck Service - Whitestown,IN,Whitestown,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
aa56235a-c422-4907-84f7-289e8ff3d204,TA Truck Service - TA Atlanta South,GA,Jackson,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
ae07d309-759d-4ad4-bf96-96cc0f8f3ebe,TA Truck Service at Petro Dodge City,AL,Hanceville,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
ae5c7f98-3827-4f30-a664-af01f578db47,TA Truck Service (Elkton),MD,Elkton,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
b051d12e-5a30-48cf-b09f-641248bd3468,CAT Scale at Petro Stopping Center #311,AR,West Memphis,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
b3599210-d9f5-44da-8fc9-fedf5816e0ed,TA Truck Service - TA Earle,AR,Earle,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
b5977e77-d52c-472c-8621-4ea27662cfb4,TA Truck Service - Saginaw (#198),MI,Bridgeport,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
b621363d-e4d4-40c6-a04d-09e950264b12,TA Manning (TravelCenters of America #179),SC,Manning,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
b9b49d33-ae7d-4ca0-b197-6986c17eef18,TA Seymour,IN,Seymour,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
bb4d283f-1f08-4acd-a062-850f5bc309c6,Petro Stopping Center #325,OH,North Baltimore,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
bd27e9bc-6b14-4810-b20d-26a04702c477,Petro Stopping Center #382,IN,Remington,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
bd4ef3ee-4a8d-48f5-bb60-aaa6dddd648d,"TA Truck Service - TA Wapakoneta #082, Wapakoneta",OH,Wapakoneta,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
c5817bd7-5700-4967-ae76-f2c259d84dc7,TA Truck Service - TA Caryville,TN,Pioneer,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
c63db5dc-8787-4c30-b828-16e6ea586188,TA Truck Service - Seymour,IN,Seymour,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
c836ca77-8b3f-4c79-b105-d28f08025772,CAT Scale at TA Express Cookeville,TN,Cookeville,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
cd4783d1-b67c-4c09-b056-6a72f5606229,TA Knoxville West,TN,Knoxville,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
d19be5c3-65f2-471d-9281-0cfeeaa8ceb0,TA Franklin (TravelCenters of America #157),TN,Franklin,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
d434bf32-4491-4e98-bf73-b3902abf4f8d,CAT Scale - TA Franklin #157,TN,Franklin,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
d7c49137-e82a-4601-8f1b-d35d8d932c3e,"CAT Scale — TA Saginaw #198, Bridgeport",MI,Bridgeport,cat-scales,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
de64c6c1-113f-4ede-a07c-93d02f8f1193,TA Truck Service - Lake City,FL,Lake City,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
dee17bfa-a6bf-4da0-8d48-95a9231de439,TA Walton,KY,Walton,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
e0b210c3-6279-48a6-b091-059a2aa3a3ca,TA Truck Service — Montgomery,AL,Montgomery,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
e102d6bd-874c-43d0-b9f6-c8a9dbbe4832,TA Baltimore #216,MD,Baltimore,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
e36e07df-2f06-48a6-9494-8cf3b0f4cc15,TA Ashland (TravelCenters of America),VA,Ashland,truck-stops,false,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
eb48d156-9ad9-4fa3-b8eb-cfc7b29a49a4,TA Saginaw #198 (Bridgeport),MI,Bridgeport,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
ebb8ad22-3283-4fc6-9918-66a8ef8ef9dd,TA Express Stony Creek (former Davis Travel Center),VA,Stony Creek,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
ec42dd30-c4fc-415f-9b7e-c4627f74bae6,TA Truck Service - Petro Knoxville,TN,Knoxville,tire-repair,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
eec1d852-2b50-47f7-a59e-b1238f1ace2d,TA Florence,KY,Florence,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
f35c37d4-6118-40c1-8380-1edf8e79777d,TA Elkton #019,MD,Elkton,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
f92acc99-4e8c-4f4a-9eb4-3953a57aae4f,TA Truck Service - Candler,NC,Candler,roadside-service,true,service-only,"colocated service record (CAT scale / truck service / roadside) at a network site — reconciled, never a map pin, never parking coverage"
ff19357b-eb93-4483-9e4e-ebb40e07fe36,TA Baltimore South #151,MD,Jessup,truck-stops,true,safe-enrichment,the site’s own row; enrichment plan prepared for its blanks
