name,category,address,city,state,zip,phone,website,description,latitude,longitude,truckspaces,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security,interstate,exitnumber
"Petro N. Little Rock","truck-stops","3205 Valentine Road","North Little Rock","AR","72117","501-945-3206","","250 truck parking spaces. 14 showers. 6 service bays. 10 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","34.781","-92.1298","250","yes","yes","yes","yes","","yes","","","","",""
"Petro Wheeler Ridge","truck-stops","5821 Dennis McCarthy Dr.","Lebec","CA","93243","661-663-4341","","415 truck parking spaces. 19 showers. 6 service bays. 12 diesel lanes. On site: IHOP; Arby's, Baskin Robbins, Subway, Wendy's. Weigh scale on site (brand unconfirmed)","34.9861","-118.9481","415","yes","yes","yes","yes","","yes","","","","",""
"Petro Mebane","truck-stops","500 Buckhorn Road","Mebane","NC","27302","919-304-7476","","285 truck parking spaces. 19 showers. 5 service bays. 12 diesel lanes. On site: IHOP; Dunkin'. Weigh scale on site (brand unconfirmed)","36.0772","-79.2251","285","yes","yes","yes","yes","","yes","","","","",""
"Petro Glendale","truck-stops","554 W. Glendale Hodgenville Road","Glendale","KY","42740","270-369-6840","","263 truck parking spaces. 19 showers. 5 service bays. 12 diesel lanes. On site: Iron Skillet. Truck wash: Blue Beacon Truck Wash. Weigh scale on site (brand unconfirmed)","37.5984","-85.8734","263","yes","yes","yes","yes","","yes","","","","",""
"Petro North Las Vegas","truck-stops","6595 North Hollywood Blvd","North Las Vegas","NV","89115","702-632-2640","","207 truck parking spaces. 16 showers. 5 service bays. 12 diesel lanes. On site: Iron Skillet; Dunkin'. Weigh scale on site (brand unconfirmed)","36.2797","-115.0261","207","yes","yes","yes","yes","","yes","","","","",""
"TA Hillsboro","truck-stops","160 State Hwy 77","Hillsboro","TX","76645","254-283-6556","","201 truck parking spaces. 10 showers. 5 service bays. 8 diesel lanes. On site: IHOP; Burger King. Weigh scale on site (brand unconfirmed)","32.0455","-97.092","201","yes","yes","yes","yes","","yes","","","","",""
"Petro Carlisle","truck-stops","1201 Harrisburg Ave, Route 11","Carlisle","PA","17013","717-249-1919","","380 truck parking spaces. 20 showers. 6 service bays. 12 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","40.2319","-77.1418","380","yes","yes","yes","yes","","yes","","","","",""
"Petro Sparks","truck-stops","1950 East Greg St.","Sparks","NV","89431","775-355-8888","","400 truck parking spaces. 14 showers. 5 service bays. 10 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","39.5233","-119.7087","400","yes","yes","yes","yes","","yes","","","","",""
"Petro Spokane","truck-stops","10506 West Aero Road","Spokane","WA","99224","509-842-1100","","200 truck parking spaces. 11 showers. 5 service bays. 10 diesel lanes. On site: Iron Skillet; Starbucks. Weigh scale on site (brand unconfirmed)","47.5906","-117.5612","200","yes","yes","yes","yes","","yes","","","","",""
"Petro Kingsland","truck-stops","1105 East King Avenue","Kingsland","GA","31548","912-882-3111","","136 truck parking spaces. 5 showers. 5 service bays. 9 diesel lanes. On site: Popeyes. Weigh scale on site (brand unconfirmed)","30.7942","-81.6662","136","yes","yes","yes","yes","","yes","","","","",""
"Petro Santa Nella","truck-stops","28991 West Gonzaga","Santa Nella","CA","95322","209-827-8025","","124 truck parking spaces. 7 showers. 12 diesel lanes. On site: Burger King. Weigh scale on site (brand unconfirmed)","37.0547","-121.0155","124","yes","yes","yes","yes","","","","","","",""
"TA Truck Service Franklin","truck-stops","101 Trotter Lane","Franklin","KY","42134","270-586-0877","","4 service bays","36.7163","-86.5244","","","","","","","yes","","","","",""
"Petro Kingston Springs","truck-stops","162 Luyben Hills Road","Kingston Springs","TN","37082","615-952-3208","","68 truck parking spaces. 6 showers. 4 service bays. 8 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","36.0824","-87.0955","68","yes","yes","yes","yes","","yes","","","","",""
"TA Express Vinton","truck-stops","601 Westway Blvd.","Canutillo","TX","79835","915-886-5761","","65 truck parking spaces. 6 showers. 5 service bays. 7 diesel lanes. On site: Subway. Weigh scale on site (brand unconfirmed)","31.9581","-106.58","65","yes","yes","yes","yes","","yes","","","","",""
"Petro Gadsden","truck-stops","1724 West Grand Avenue","Gadsden","AL","35904","256-413-7135","","162 truck parking spaces. 9 showers. 6 service bays. 11 diesel lanes. On site: Hunt Brothers Pizza, Popeyes, Starbucks. Weigh scale on site (brand unconfirmed)","33.9956","-86.0827","162","yes","yes","yes","yes","","yes","","","","",""
"Petro Joplin","truck-stops","4240 Highway 43","Joplin","MO","64804","417-624-3400","","465 truck parking spaces. 18 showers. 8 service bays. 12 diesel lanes. On site: Black Bear Diner; Blimpie, Dairy Queen, Mcdonald's, Starbucks, Taco Bell & Pizza Hut Express. Weigh scale on site (brand unconfirmed)","37.0072","-94.5523","465","yes","yes","yes","yes","","yes","","","","",""
"Petro New Paris","truck-stops","9787 US Route 40 West","New Paris","OH","45347","937-637-7800","","197 truck parking spaces. 13 showers. 4 service bays. 12 diesel lanes. On site: Iron Skillet. Truck wash: Blue Beacon Truck Wash. Weigh scale on site (brand unconfirmed)","39.8346","-84.8111","197","yes","yes","yes","yes","","yes","","","","",""
"Petro Rochelle","truck-stops","900 Petro Rd","Rochelle","IL","61068","815-562-3716","","350 truck parking spaces. 16 showers. 5 service bays. 10 diesel lanes. On site: Iron Skillet; Hub City Express","41.9356","-89.0335","350","yes","yes","yes","","","yes","","","","",""
"Petro Fargo","truck-stops","4510 19th Ave S.W.","Fargo","ND","58103","701-282-8105","","209 truck parking spaces. 10 showers. 4 service bays. 16 diesel lanes. On site: Dolly Down; Charleys Philly Steaks, Cinnabon, Papa John's Pizza, Popeyes","46.8503","-96.8632","209","yes","yes","yes","yes","","yes","","","","",""
"Petro York","truck-stops","4700 S. Lincoln Ave.","York","NE","68467","402-362-1776","","250 truck parking spaces. 16 showers. 5 service bays. 10 diesel lanes. On site: Iron Skillet; Pizza Hut Express. Truck wash: Blue Beacon Truck Wash. Weigh scale on site (brand unconfirmed)","40.8182","-97.5989","250","yes","yes","yes","yes","","yes","","","","",""
"Petro Monee","truck-stops","5915 Monee Road","Monee","IL","60449","708-534-0400","","90 truck parking spaces. 8 showers. 5 service bays. 7 diesel lanes. Weigh scale on site (brand unconfirmed)","41.4258","-87.7549","90","yes","","yes","yes","","yes","","","","",""
"Petro Gary","truck-stops","3001 Grant Street","Gary","IN","46408","219-884-1133","","405 truck parking spaces. 15 showers. 6 service bays. 15 diesel lanes. On site: Iron Skillet; Taco Bell & Pizza Hut Express. Weigh scale on site (brand unconfirmed)","41.5638","-87.3557","405","yes","yes","yes","yes","","yes","","","","",""
"Petro Waterloo","truck-stops","1255 Route 414","Waterloo","NY","13165","315-220-6550","","221 truck parking spaces. 18 showers. 5 service bays. 12 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","42.9653","-76.8454","221","yes","yes","yes","yes","","yes","","","","",""
"Petro Glade Spring","truck-stops","12433 Maple St.","Glade Spring","VA","24340","276-429-6000","","280 truck parking spaces. 8 showers. 5 service bays. 9 diesel lanes. On site: Arby's, Sbarro, Starbucks. Weigh scale on site (brand unconfirmed)","36.7708","-81.7793","280","yes","yes","yes","","","yes","","","","",""
"Petro Brazil","truck-stops","1035 W. State Road 42","Brazil","IN","47834","812-446-2296","","102 truck parking spaces. 8 showers. 4 service bays. 8 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","39.4455","-87.127","102","yes","yes","yes","yes","","yes","","","","",""
"Petro Carnesville","truck-stops","10200 Old Federal Rd.","Carnesville","GA","30521","706-335-1984","","221 truck parking spaces. 18 showers. 5 service bays. 12 diesel lanes. On site: Iron Skillet. Truck wash: Blue Beacon Truck Wash. Weigh scale on site (brand unconfirmed)","34.3481","-83.3199","221","yes","yes","yes","","","yes","","","","",""
"Petro Scranton","truck-stops","98 Grove St.","DuPont","PA","18641","570-654-5111","","428 truck parking spaces. 22 showers. 6 service bays. 10 diesel lanes. On site: Iron Skillet/Metro Deli; Metro Deli. Weigh scale on site (brand unconfirmed)","41.3302","-75.7417","428","yes","yes","yes","yes","","yes","","","","",""
"Petro Greensburg","truck-stops","1409 South County Rd. 850 East","Greensburg","IN","47240","812-663-2333","","90 truck parking spaces. 8 showers. 3 service bays. 7 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","39.3188","-85.326","90","yes","yes","yes","yes","","yes","","","","",""
"Petro Remington","truck-stops","4230 West Highway 24","Remington","IN","47977","219-261-2172","","150 truck parking spaces. 8 showers. 4 service bays. 8 diesel lanes. On site: Iron Skillet. Weigh scale on site (brand unconfirmed)","40.767","-87.1261","150","yes","yes","yes","yes","","yes","","","","",""
"Petro Deming","truck-stops","14150 STE C Hwy 418 SW","Deming","NM","88030","575-546-7070","","150 truck parking spaces. 9 showers. 3 service bays. 10 diesel lanes. On site: Iron Skillet; Starbucks. Weigh scale on site (brand unconfirmed)","32.2386","-107.9927","150","yes","yes","yes","yes","","yes","","","","",""
"Petro Colby","truck-stops","700 West Horton","Colby","KS","67701","785-460-0044","","90 truck parking spaces. 7 showers. 5 service bays. 7 diesel lanes. On site: City Wok Fresh Chinese, Qdoba Mexican Grill, Starbucks. Weigh scale on site (brand unconfirmed)","39.3617","-101.0537","90","yes","yes","yes","yes","","yes","","","","",""
"Petro Napoleon","truck-stops","900 American Road","Napoleon","OH","43545","567-694-9977","","107 truck parking spaces. 7 showers. 3 service bays. 8 diesel lanes. On site: Miss J's Diner; Miss J’s Café. Weigh scale on site (brand unconfirmed)","41.4178","-84.1045","107","yes","yes","yes","yes","","yes","","","","",""
"Petro Clearwater","truck-stops","950 State Highway 24","Clearwater","MN","55320","320-558-2261","","200 truck parking spaces. 7 showers. 8 diesel lanes. On site: Nelson Brothers. Weigh scale on site (brand unconfirmed)","45.4126","-94.0549","200","yes","yes","yes","yes","","","","","","",""
"Petro Wells","truck-stops","1440 6th Street","Wells","NV","89835","775-455-4305","","250 truck parking spaces. 5 showers. 3 service bays. 6 diesel lanes. On site: Iron Skillet; Dunkin'. Weigh scale on site (brand unconfirmed)","41.101","-114.9561","250","yes","yes","yes","yes","","yes","","","","",""
"Petro Albert Lea","truck-stops","820 Happy Trails Lane","Albert Lea","MN","56007","507-481-9434","","300 truck parking spaces. 10 showers. 7 service bays. 10 diesel lanes. On site: Skol Tavern; Caribou Coffee, Mcdonald's, Sbarro, Taco Bell. Truck wash: Truck Wash. Weigh scale on site (brand unconfirmed)","43.6571","-93.3174","300","yes","yes","yes","yes","","yes","","","","",""
"Petro Johnson's Corner","truck-stops","2842 SE Frontage Road","Johnstown","CO","80534","970-667-2069","","110 truck parking spaces. 6 showers. 6 diesel lanes. On site: Black Bear Diner. Weigh scale on site (brand unconfirmed)","40.363","-104.984","110","yes","yes","yes","yes","","","","","","",""
"Petro Wilmington","truck-stops","24225 W. Lorenzo Road","Wilmington","IL","60481","779-232-7975","","229 truck parking spaces. 9 showers. 5 service bays. 8 diesel lanes. On site: Charleys Philly Steaks, Highway Kitchen. Weigh scale on site (brand unconfirmed)","41.3454","-88.1974","229","yes","yes","yes","yes","","yes","","","","",""
"Petro Portage","truck-stops","North 5800 Kinney Rd.","Portage","WI","53901","608-742-6551","","300 truck parking spaces. 14 showers. 4 service bays. 12 diesel lanes. On site: Iron Skillet; Subway. Weigh scale on site (brand unconfirmed)","43.4864","-89.498","300","yes","yes","yes","yes","","yes","","","","",""
"TA Express Statesboro","truck-stops","2930 Highway 301 South","Register","GA","30452","912-480-0102","","125 truck parking spaces. 4 showers. 3 service bays. 8 diesel lanes. On site: Burger King. Weigh scale on site (brand unconfirmed)","32.3030701","-81.872155","125","yes","yes","yes","yes","","yes","","","","",""
"TA Ash Fork","truck-stops","950 W Old Highway 66","Ash Fork","AZ","86320","928-405-7788","","200 truck parking spaces. 12 showers. 14 diesel lanes. On site: Del Taco, KFC, Sbarro","35.22159","-112.497545","200","yes","yes","yes","yes","","","","","","",""
"TA Sweetwater","truck-stops","100 South Hopkins Rd","Sweetwater","TX","79556","325-235-8488","","110 truck parking spaces. 6 showers. 8 service bays. 8 diesel lanes. On site: Family Restaurant; Pizza Hut Express, Popeyes. Weigh scale on site (brand unconfirmed)","32.44859","-100.44327","110","yes","yes","yes","yes","","yes","","","","",""
"Petro Raphine","truck-stops","2440 Raphine Road","Raphine","VA","24472","540-377-2111","","725 truck parking spaces. 19 showers. 8 service bays. 16 diesel lanes. On site: Quaker Steak & Lube; Burger King, Nathan's Famous Express, Papa John's Pizza, Popeyes, Subway. Weigh scale on site (brand unconfirmed)","37.929","-79.2292","725","yes","yes","yes","yes","","yes","","","","",""
"TA Lexington","truck-stops","2516 N. Lee Highway","Lexington","VA","24450","540-463-3478","","250 truck parking spaces. 8 showers. 7 service bays. 8 diesel lanes. On site: IHOP. Weigh scale on site (brand unconfirmed)","37.8318","-79.3779","250","yes","yes","yes","yes","","yes","","","","",""
"TA Express Olancha","truck-stops","20 Gills Station Road","Olancha","CA","93549","760-961-4377","","70 truck parking spaces. 3 showers. 5 diesel lanes. On site: Chester Fried Chicken, Subway. Weigh scale on site (brand unconfirmed)","36.0477112117458","-117.945387358076","70","yes","yes","yes","yes","","","","","","",""
"TA Express Osseo","truck-stops","12613 Gunderson Road","Osseo","WI","54758","715-533-6884","","60 truck parking spaces. 6 showers. 7 diesel lanes. On site: Family Restaurant; Hunt Brothers Pizza, Miss J’s Café. Weigh scale on site (brand unconfirmed)","44.57829","-91.19926","60","yes","yes","yes","yes","","","","","","",""
"TA Express Riverton","truck-stops","2855 Overpass Road","Riverton","IL","62561","217-606-7666","","44 truck parking spaces. 4 showers. 5 diesel lanes. On site: Little Caesar's, Taco John's. Weigh scale on site (brand unconfirmed)","39.8423772","-89.5210377","44","yes","yes","yes","yes","","","","","","",""
"TA Express Thomson","truck-stops","2657 Cobbham Road","Thomson","GA","30824","706-962-1708","","100 truck parking spaces. 6 showers. 7 diesel lanes. On site: Foster Freeze, Miss J’s Café. Weigh scale on site (brand unconfirmed)","33.50988","-82.44975","100","yes","yes","yes","yes","","","","","","",""
"TA Express Ronks","truck-stops","2622 Lincoln Hwy East","Ronks","PA","17527","717-687-6112","","41 truck parking spaces. 3 showers. 5 diesel lanes. On site: Chester Fried Chicken, Subway. Weigh scale on site (brand unconfirmed)","40.0197","-76.1818","41","yes","yes","yes","yes","","","","","","",""
"TA Express Huntsville","truck-stops","500 I-45","Huntsville","TX","77320","936-295-2488","","50 truck parking spaces. 3 showers. 6 diesel lanes. On site: Primo Taqueria; Chester Fried Chicken, Cinnabon, Sbarro. Truck wash: Truck Wash","30.7391369","-95.591114","50","yes","yes","yes","","","","","","","",""
"TA Express Eagleville","truck-stops","24024 E State Hwy N","Eagleville","MO","64442","660-415-5903","","40 truck parking spaces. 3 showers. 5 diesel lanes. On site: Miss J's","40.46555","-93.97423","40","yes","yes","yes","yes","","","","","","",""
"TA Express Dale","truck-stops","102 Rocket Way","Dale","IN","47523","812-937-6918","","130 truck parking spaces. 8 showers. 8 diesel lanes. On site: Arby's, Dunkin'. Weigh scale on site (brand unconfirmed)","38.182217044195","-86.986193215774","130","yes","yes","yes","yes","","","","","","",""
"TA Express Pleasanton","truck-stops","109963 Interstate 37","Pleasanton","TX","78064","726-224-0813","","75 truck parking spaces. 5 showers. 5 diesel lanes. On site: Big Madre. Weigh scale on site (brand unconfirmed)","28.995209","-98.433321","75","yes","yes","yes","yes","","","","","","",""
"TA Express Jonesboro","truck-stops","3021 DR MLK JR DR","Jonesboro","AR","72401","870-919-7760","","90 truck parking spaces. 7 showers. 6 diesel lanes. On site: KFC, Miss J's. Weigh scale on site (brand unconfirmed)","35.80805","-90.62719","90","yes","yes","yes","yes","","","","","","",""
"TA Express Belton","truck-stops","8101 South Interstate Hwy 35 Service Rd.","Belton","TX","76513","737-333-5305","","64 truck parking spaces. 7 showers. 6 diesel lanes. On site: Champs Chicken, Pizza Hut Express, Ranch Eats","30.98543","-97.503002","64","yes","yes","yes","yes","","","","","","",""
"TA Express Norwood","truck-stops","741 State Hwy E","Norwood","MO","65717","417-746-4777","","40 truck parking spaces. 6 showers. 7 diesel lanes. On site: Ozark Café; Miss J's, Sbarro. Weigh scale on site (brand unconfirmed)","37.1169071","-92.4200916","40","yes","yes","yes","","","","","","","",""
"TA Express Tonkawa","truck-stops","16700 W South Ave","Tonkawa","OK","74653","580-670-1199","","32 truck parking spaces. 5 showers. 5 diesel lanes. On site: Dunkin', Miss J's. Weigh scale on site (brand unconfirmed)","36.69598","-97.35146","32","yes","yes","yes","yes","","","","","","",""
"TA Express Decatur","truck-stops","3400 S US Highway 287","Decatur","TX","76234","940-245-8146","","77 truck parking spaces. 7 showers. 8 diesel lanes. On site: Golden Chick, Miss J's Smokehouse. Weigh scale on site (brand unconfirmed)","33.2026580851408","-97.5684288797929","77","yes","yes","yes","yes","","","","","","",""
"TA Express Wendover","truck-stops","800 Leppy Hills Blvd","West Wendover","NV","89883","775-546-1649","","153 truck parking spaces. 9 showers. 8 diesel lanes. On site: Black Bear Diner; Bojangles, Del Taco, Sbarro","40.7421","-114.05883","153","yes","yes","yes","yes","","","","","","",""
"TA Express Littlefield","truck-stops","3225 E Rincon Road","Littlefield","AZ","86432","928-727-3707","","200 truck parking spaces. 9 showers. 9 diesel lanes. On site: Del Taco, KFC, Sbarro. Weigh scale on site (brand unconfirmed)","36.89331","-113.93172","200","yes","yes","yes","yes","","","","","","",""
"Petro Oak Grove","truck-stops","301 SW First Street","Oak Grove","MO","64075","816-690-4455","","305 truck parking spaces. 12 showers. 5 service bays. 8 diesel lanes. On site: Wendy's. Weigh scale on site (brand unconfirmed)","39.015","-94.131","305","yes","yes","yes","yes","","yes","","","","",""
"TA Cuba","truck-stops","5922 MO - 19","Cuba","MO","65453","573-885-3992","","412 truck parking spaces. 16 showers. 3 service bays. 20 diesel lanes. On site: IHOP. Weigh scale on site (brand unconfirmed)","38.07385","-91.40694","412","yes","yes","yes","yes","","yes","","","","",""
"TA Express Fair Play","truck-stops","272 Herring Rd","Fair Play","SC","29643","864-280-7320","","52 truck parking spaces. 7 showers. 3 service bays. 5 diesel lanes. On site: Cheryl’s Potato Boat; KFC. Weigh scale on site (brand unconfirmed)","34.50464","-82.96549","52","yes","yes","yes","yes","","yes","","","","",""
"TA Smiths Grove","truck-stops","605 S Main St","Smiths Grove","KY","42171","270-563-4713","","120 truck parking spaces. 6 showers. 2 service bays. 6 diesel lanes. On site: Highway Kitchen, Taco Bell. Weigh scale on site (brand unconfirmed)","37.045027","-86.210351","120","yes","yes","yes","","","yes","","","","",""
"TA Springer","truck-stops","18 Old French Rd.","Springer","NM","87747","575-483-5004","","100 truck parking spaces. 12 showers. 2 service bays. 6 diesel lanes. On site: Russell's Restaurant; Subway. Weigh scale on site (brand unconfirmed)","36.4499710346809","-104.592856021367","100","yes","yes","yes","yes","","yes","","","","",""
"TA Glenrio","truck-stops","1583 Frontage Rd 4132","Glenrio","NM","88434","575-288-9968","","175 truck parking spaces. 8 showers. 10 diesel lanes. On site: Russell's Route 66 Café; Subway. Weigh scale on site (brand unconfirmed)","35.1752464706606","-103.104072865847","175","yes","yes","yes","yes","","","","","","",""
"TA Breezewood","truck-stops","16563 Lincoln Hwy","Breezewood","PA","15533","814-707-9284","","200 truck parking spaces. 13 showers. 5 service bays. 9 diesel lanes. On site: Arby's, Baskin Robbins, Dunkin', Gateway Homestyle Express, Papi's Pizza, Wings And Subs. Weigh scale on site (brand unconfirmed)","40.00035503","-78.23407728","200","yes","yes","yes","yes","","yes","","","","",""
"TA Cowpens","truck-stops","175 Truck Stop Rd","Cowpens","SC","29330","864-755-4335","","80 truck parking spaces. 8 showers. 2 service bays. 6 diesel lanes. On site: Sbarro. Weigh scale on site (brand unconfirmed)","35.046879","-81.812281","80","yes","yes","yes","yes","","yes","","","","",""
"TA Express Kansas City","truck-stops","4610 Kansas Ave","Kansas City","KS","66106","913-359-6767","","28 truck parking spaces. 2 showers. 8 diesel lanes. On site: Highway Kitchen. Weigh scale on site (brand unconfirmed)","39.090626","-94.682921","28","yes","yes","yes","yes","","","","","","",""
"TA Express Laplace","truck-stops","4301 Main St.","Laplace","LA","70068","985-315-8194","","117 truck parking spaces. 8 showers. 10 diesel lanes. On site: Subway. Weigh scale on site (brand unconfirmed)","30.086244","-90.444959","117","yes","yes","yes","yes","","","","","","",""
"TA Express St. Rose","truck-stops","10405 E. Airline Hwy","St. Rose","LA","70087","985-262-7189","","55 truck parking spaces. 3 showers. 10 diesel lanes. On site: KFC. Weigh scale on site (brand unconfirmed)","29.973535","-90.299078","55","yes","yes","yes","","","","","","","",""
"TA Coburg","truck-stops","32910 E. Pearl St.","Coburg","OR","97408","541-868-2880","","100 truck parking spaces. 8 showers. 2 service bays. 8 diesel lanes. On site: Coburg Crossing Cafe. Truck wash: Truck Wash. Weigh scale on site (brand unconfirmed)","44.13637","-123.05737","100","yes","yes","yes","yes","","yes","","","","",""
"Petro Dodge City","truck-stops","426 Alabama Highway 69 S","Hanceville","AL","35077","256-287-1299","","322 truck parking spaces. 9 showers. 5 service bays. 10 diesel lanes. On site: Baskin Robbins, Burger King, Dunkin', Papa John's Pizza, Popeyes. Weigh scale on site (brand unconfirmed)","34.05078","-86.87234","322","yes","yes","yes","yes","","yes","","","","",""
"TA Express Stony Creek","truck-stops","13306 St. John Church Road","Stony Creek","VA","23882","434-246-2881","","80 truck parking spaces. 6 showers. 7 diesel lanes. On site: Popeyes, Starbucks, Subway. Weigh scale on site (brand unconfirmed)","36.977708","-77.395497","80","yes","yes","yes","","","","","","","",""
"TA Express Warfield","truck-stops","12461 Old Stage Rd.","Warfield","VA","23889","804-478-4403","","80 truck parking spaces. 5 showers. 6 diesel lanes. On site: Little Caesar's, Subway. Weigh scale on site (brand unconfirmed)","36.9405939298108","-77.7352231306991","80","yes","yes","yes","","","","","","","",""
"Petro Racine","truck-stops","717 S. Sylvania Avenue","Sturtevant","WI","53177","262-884-7500","","158 truck parking spaces. 6 service bays. 7 diesel lanes. On site: Blue Badger Bar and Grill; Dunkin', Krispy Krunchy Chicken, O&H Danish Bakery, Taco Bell. Weigh scale on site (brand unconfirmed)","42.72512","-87.955725","158","","yes","yes","yes","","yes","","","","",""
"TA Express Holland","truck-stops","16250 N Ave","Holland","IA","50642","319-823-1477","","92 truck parking spaces. 2 showers. 5 diesel lanes. On site: Arby's, Godfather Pizza","42.466575","-92.7672","92","yes","yes","yes","yes","","","","","","",""
"Petro Shorter","truck-stops","428 Main St","Shorter","AL","36075","334-727-3354","","53 truck parking spaces. 6 showers. 4 diesel lanes. On site: Charleys Philly Steaks, Miss J’s Café. Weigh scale on site (brand unconfirmed)","32.4056","-85.9556","53","yes","yes","yes","yes","","","","","","",""
"Petro Jackson","truck-stops","970 W Frontage Road","Jackson","MS","39201","601-292-0950","","194 truck parking spaces. 15 showers. 5 service bays. 10 diesel lanes. On site: Miss J's. Weigh scale on site (brand unconfirmed)","32.2787","-90.1977","194","yes","yes","yes","yes","","yes","","","","",""
"TA Columbia North","truck-stops","99 Plumbers Road","Columbia","SC","29203","839-228-0693","","78 truck parking spaces. 9 showers. 2 service bays. 4 diesel lanes. On site: Dunkin', Miss J’s Café, Taco Bell. Weigh scale on site (brand unconfirmed)","34.0747","-80.9971","78","yes","yes","yes","yes","","yes","","","","",""
"TA Fultonville","truck-stops","40 Riverside Drive","Fultonville","NY","12072","838-292-9580","","121 truck parking spaces. 8 showers. 2 service bays. 10 diesel lanes. On site: Miss J's Diner; Miss J's, Sbarro. Weigh scale on site (brand unconfirmed)","42.948546","-74.363064","121","yes","yes","yes","yes","","yes","","","","",""
"TA Express North Houston","truck-stops","1104 N Sam Houston Pkwy E","Houston","TX","77032","346-740-1066","","80 truck parking spaces. 5 showers. 7 diesel lanes. On site: Denny's; Cinnabon, Miss J's, Schlotzsky’s","29.93796","-95.37247","80","yes","yes","yes","yes","","","","","","",""
"TA Express Fort Wayne","truck-stops","3037 Goshen Road","Fort Wayne","IN","46808","260-402-4570","","215 truck parking spaces. 6 showers. 8 diesel lanes. On site: Miss J's Diner; Miss J’s Café, Sbarro. Weigh scale on site (brand unconfirmed)","41.11858","-85.18421","215","yes","yes","yes","","","","","","","",""
"TA Jackson","truck-stops","80 Dixon Run Road","Jackson","OH","45640","740-988-7793","","110 truck parking spaces. 4 showers. 3 service bays. 6 diesel lanes. On site: Miss J's Diner; Miss J's Pizzeria. Weigh scale on site (brand unconfirmed)","38.99646","-82.55335","110","yes","yes","yes","yes","","yes","","","","",""
"TA Express Junction","truck-stops","115 S Segovia Access Rd","Junction","TX","76849","325-338-0993","","70 truck parking spaces. 4 showers. 5 diesel lanes. On site: Miss J’s Café, Sonic","30.41758","-99.67229","70","yes","yes","yes","","","","","","","",""
"TA Express Kingsville","truck-stops","2104 E. Corral Ave","Kingsville","TX","78363","361-424-1518","","40 truck parking spaces. 3 showers. 7 diesel lanes. On site: Charleys Philly Steaks, Miss J’s Café. Weigh scale on site (brand unconfirmed)","27.53175","-97.84155","40","yes","yes","yes","yes","","","","","","",""
"TA Fillmore","truck-stops","885 S Park Ave","Fillmore","UT","84631","435-222-4431","","40 truck parking spaces. 3 showers. 6 diesel lanes. On site: Miss J's","38.95037","-112.35277","40","yes","yes","yes","yes","","","","","","",""
"TA Express Rock Springs","truck-stops","1620 Elk Street","Rock Springs","WY","82901","307-522-8996","","65 truck parking spaces. 3 showers. 7 diesel lanes. On site: Miss J's","41.6122","-109.22972","65","yes","yes","yes","yes","","","","","","",""
"TA Concordia","truck-stops","102 N W 4th Street","Concordia","MO","64020-0745","660-460-7412","","146 truck parking spaces. 12 showers. 2 service bays. 10 diesel lanes. On site: Subway. Weigh scale on site (brand unconfirmed)","38.9941","-93.5678","146","yes","yes","yes","yes","","yes","","","","",""
"TA Rogers","truck-stops","13400 Rogers Drive","Rogers","MN","55374-0238","763-428-2277","","80 truck parking spaces. 8 showers. 3 service bays. 8 diesel lanes. Weigh scale on site (brand unconfirmed)","45.1969","-93.5492","80","yes","","yes","yes","","yes","","","","",""
"TA Hudson","truck-stops","713 Hwy 12","Hudson","WI","54016-0630","715-386-5835","","86 truck parking spaces. 8 showers. 2 service bays. 6 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","44.9655","-92.6785","86","yes","yes","yes","yes","","yes","","","","",""
"TA Florence","truck-stops","2301 W. Lucas Street","Florence","SC","29501","843-292-0386","","77 truck parking spaces. 5 showers. 9 diesel lanes. On site: Miss J’s Café, Popeyes. Weigh scale on site (brand unconfirmed)","34.2364","-79.8065","77","yes","yes","yes","yes","","","","","","",""
"TA Bridgeport","truck-stops","6364 Dixie Hwy","Bridgeport","MI","48722-9566","989-777-7650","","70 truck parking spaces. 4 showers. 2 service bays. 7 diesel lanes. On site: Miss J's Diner. Weigh scale on site (brand unconfirmed)","43.3517","-83.869","70","yes","yes","yes","yes","","yes","","","","",""
"TA Paulsboro","truck-stops","171 Berkley Road","Paulsboro","NJ","08066","856-423-5500","","175 truck parking spaces. 8 showers. 3 service bays. 12 diesel lanes. On site: Miss J’s Café. Weigh scale on site (brand unconfirmed)","39.819","-75.2385","175","yes","yes","yes","yes","","yes","","","","",""
"TA Tekonsha","truck-stops","15587 M-60","Tekonsha","MI","49092","517-767-4135","","85 truck parking spaces. 6 showers. 4 service bays. 5 diesel lanes. Weigh scale on site (brand unconfirmed)","42.1065","-84.9897","85","yes","","yes","yes","","yes","","","","",""
