site_id,brand,verdict,reasons,name,address,city,state,zip,phone,ta_latitude,ta_longitude,truck_parking_spaces,shower_count,service_bays,diesel_lanes,food_brands,truck_wash,scale_present,amenities_mapped,matched_production_id,matched_production_name,match_distance_miles,provenance,reviewer_decision,reviewer_notes
"0270","TA","net-new-candidate","no-production-match","TA Bernardo","6701 US Hwy 90","Sealy","TX","77474","979-732-2986","29.7427","-96.3301","43","5","0","8","Carl's Jr., Dunkin'","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0272","TA Express","net-new-candidate","no-production-match","TA Express Steele","620 Mitchell Avenue North","Steele","ND","58482","701-475-2274","46.8618","-99.9157","70","6","1","7","Caribou Coffee, Cinnabon, Pizza Hut Express, Subway","","","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0273","TA Express","net-new-candidate","no-production-match","TA Express Hot Springs","27638 US 385","Hot Springs","SD","57747","605-745-4215","43.3986","-103.3958","75","2","0","4","Cinnabon, Pizza Hut, Subway","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0274","TA Express","net-new-candidate","no-production-match","TA Express Summit","45789 US Hwy 12","Summit","SD","57266","605-398-6493","45.3112","-97.04626","70","4","4","8","Caribou Coffee, Cinnabon, Pizza Hut Express, Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0275","TA Express","net-new-candidate","no-production-match","TA Express Vermillion","47051 SD Hwy 50","Burbank","SD","57010","605-624-2062","42.785","-96.797","105","5","0","8","Caribou Coffee, Cinnabon, Pizza Hut Express, Subway","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0276","TA","net-new-candidate","no-production-match","TA Huntington","5945 US Hwy 30","Huntington","OR","97907","541-869-2301","44.29342","-117.22491","140","6","0","8","Miss J's","","","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0277","TA Express","net-new-candidate","no-production-match","TA Express Baytown South","5490 N Hwy 146","Baytown","TX","77523","409-277-3841","29.77736","-94.91346","29","3","0","4","Miss J's, Schlotzsky’s","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0279","TA Express","net-new-candidate","no-production-match","TA Express Biggs Junction","91464 Biggs-Rufus Hwy","Wasco","OR","97065","541-739-2106","45.66881","-120.83487","35","7","0","8","Krispy Krunchy Chicken, Pizza Hut, Taco Bell","","","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0281","TA Express","net-new-candidate","no-production-match","TA Express Kilgore","4403 TX - 42","Kilgore","TX","75662","430-253-2656","32.428842","-94.864307","63","7","0","6","Baskin Robbins, Dunkin', Miss J’s Café, Wendy's","","","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0282","TA Express","net-new-candidate","no-production-match","TA Express Almeda","12602 South Freeway","Almeda","TX","77047","713-788-8639","29.6141","-95.38816","50","3","0","4","Miss J’s Café, Subway","","yes","Showers|Food|Fuel","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0283","TA Express","net-new-candidate","no-production-match","TA Express West Point","3000 Kia Blvd","West Point","GA","31833","706-984-9499","32.93035","-85.11613","26","4","0","6","Miss J’s Café, Starbucks","","yes","Showers|Food|Fuel","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0284","TA Express","net-new-candidate","no-production-match","TA Express Edgerton","32501 W 200th Street","Edgerton","KS","66021","913-882-3362","38.76281","-94.96248","90","4","0","6","IHOP; Goodcents, Miss J’s Café","","","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0286","TA Express","net-new-candidate","no-production-match","TA Express Mount Vernon","300 SE Access Rd","Mount Vernon","TX","75457","903-537-9200","33.14914","-95.20939","110","6","4","9","Taco Casa; Cotton Belt Bbq, Duke's Bakery, Pickadilly Circus Pizza, The Original Fried Pie Shop","","","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0287","TA Express","existing-match","dup-key-name|city|state","TA Express Cookeville","1750 Salem Road","Cookeville","TN","38506","931-510-3326","36.1305","-85.4796","59","6","0","6","El Tapatio Fresh Mex, Hardee's, Sbarro","","yes","Showers|Food|Fuel|Laundry","68afff98-8a4c-42be-b099-e87e50b08a38","TA Express Cookeville","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0288","TA","probable-duplicate","same-operator-name-in-city|state","TA Lake City","14197 South US HWY 441","Lake City","FL","32024","386-202-6500","29.99558","-82.59672","250","14","5","9","Roadhouse Chicken Co.; Sbarro","","yes","Showers|Food|Fuel|Laundry|Repair","04e8fad7-c564-4879-95ba-91816d3b1074","CAT Scale — TA Travel Center #288, Lake City","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0289","TA Express","net-new-candidate","no-production-match","TA Express Nacogdoches","2615 NW Stallings Drive","Nacogdoches","TX","75964","936-234-7998","31.65211","-94.67876","95","5","0","5","Denny's; Miss J’s Café","","","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0290","TA Express","net-new-candidate","no-production-match","TA Express Fairfield","1015 West Commerce St","Fairfield","TX","75840","903-915-8296","31.72559","-96.17767","102","9","0","8","Miss J's, The Original Fried Pie Shop, Whataburger","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0292","TA Express","net-new-candidate","no-production-match","TA Express White Hills","19210 US Hwy 93","White Hills","AZ","86445","928-285-2431","35.684","-114.4672","67","7","0","7","Carl's Jr., Del Taco, Einstein Bagels, Sbarro","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0293","TA Express","net-new-candidate","no-production-match","TA Express Carthage","1086 US 59 South","Carthage","TX","75633","903-690-0272","32.12982","-94.3326","76","4","0","5","Denny's","","","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0301","Petro","net-new-candidate","no-production-match","Petro El Paso","1295 Horizon Blvd.","El Paso","TX","79927","915-790-4529","31.6609","-106.2424","290","15","6","12","Black Bear Diner","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0302","Petro","net-new-candidate","no-production-match","Petro Weatherford","2001 Santa Fe Dr","Weatherford","TX","76086","817-599-9411","32.7389","-97.7654","275","16","5","12","Iron Skillet; Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0303","Petro","net-new-candidate","no-production-match","Petro Laramie","1855 West Curtis","Laramie","WY","82070","307-745-6480","41.3287","-105.6194","236","14","5","12","Iron Skillet","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0304","Petro","net-new-candidate","no-production-match","Petro Beaumont","5405 Walden Rd","Beaumont","TX","77705","409-842-9600","30.037","-94.1561","275","13","6","12","Black Bear Diner","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0305","Petro","net-new-candidate","no-production-match","Petro San Antonio","1112 Ackerman Road","San Antonio","TX","78219","210-661-9416","29.4376","-98.3799","250","13","7","12","Black Bear Diner","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0306","Petro","net-new-candidate","no-production-match","Petro Eloy","5235 N. Sunland Gin Rd.","Casa Grande","AZ","85131","520-836-3983","32.8124","-111.6702","175","10","4","11","Black Bear Diner","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0307","Petro","net-new-candidate","no-production-match","Petro Amarillo","8500 E I-40 @ Lakeside Drive","Amarillo","TX","79118","806-372-4899","35.1917","-101.7437","280","22","5","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0308","Petro","net-new-candidate","no-production-match","Petro Shreveport","6910 W Bert Kouns Industrial Loop","Shreveport","LA","71129","318-686-6111","32.4446","-93.901","218","15","5","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0309","Petro","net-new-candidate","no-production-match","Petro Corning","2151 South Avenue","Corning","CA","96021","530-824-4685","39.9059","-122.1967","120","14","6","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0310","Petro","net-new-candidate","no-production-match","Petro Hammond","2100 S.W. Railroad Ave.","Hammond","LA","70403","985-542-4981","30.477","-90.4579","200","12","4","12","Iron Skillet","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0311","Petro","probable-duplicate","same-operator-name-in-city|state","Petro W. Memphis","3900 Petro Road","West Memphis","AR","72301","870-702-5540","35.1544","-90.136","280","17","6","12","IHOP","","yes","Showers|Food|Fuel|Laundry|Repair","c3dc2406-02fd-41e0-98fe-b38111f2f639","Blue Beacon Truck Wash (Petro West Memphis)","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0312","Petro","existing-match","dup-key-name|city|state","Petro Knoxville","722 Watt Road","Knoxville","TN","37934","865-693-6542","35.875","-84.2361","250","13","5","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","5e829807-6932-4f13-b44f-e5dea115f755","Petro Knoxville","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0313","Petro","net-new-candidate","no-production-match","Petro Milan","1430 Motel Drive","Milan","NM","87021","505-285-6648","35.181","-107.9038","200","13","3","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0314","Petro","net-new-candidate","no-production-match","Petro Bordentown","402 Rising Sun Square Road","Bordentown","NJ","08505","609-298-6070","40.1234","-74.7131","490","20","6","12","Iron Skillet; Arby's","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0315","Petro","net-new-candidate","no-production-match","Petro Kingman","970 South Blake Ranch Road","Kingman","AZ","86401","928-681-5246","35.1779","-113.7887","280","17","5","12","Iron Skillet; Dunkin'","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0316","Petro","net-new-candidate","no-production-match","Petro Oklahoma City","20 Martin Luther King Blvd","Oklahoma City","OK","73117","405-228-7040","35.4662","-97.4755","280","14","5","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0317","Petro","net-new-candidate","no-production-match","Petro Perrysburg","26416 Baker Rd.","Perrysburg","OH","43551","419-443-1800","41.5355","-83.4664","375","14","4","12","Fork and Compass","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0318","Petro","net-new-candidate","no-production-match","Petro Kingdom City","3304 Gold Road","Kingdom City","MO","65262","573-642-0676","38.9405","-91.9399","235","15","5","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0319","Petro","net-new-candidate","no-production-match","Petro Bucksville","22526 Highway 216","McCalla","AL","35111","205-477-9178","33.2796","-87.0919","255","14","5","12","Iron Skillet; Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0320","Petro","net-new-candidate","no-production-match","Petro Girard","1 Petro Place","Girard","OH","44420","330-505-3700","41.1408","-80.7172","323","14","5","14","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0321","Petro","net-new-candidate","no-production-match","Petro Effingham","1805 West Fayette Ave","Effingham","IL","62401","217-347-0480","39.1197","-88.5723","212","19","5","14","IHOP","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0322","Petro","net-new-candidate","no-production-match","Petro Atlanta","3181 Donald Lee Hollowell Pkwy.","Atlanta","GA","30318","404-794-7772","33.7865","-84.4905","411","14","6","16","Iron Skillet; Burger King","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0323","Petro","probable-duplicate","same-operator-name-in-city|state","Petro Ocala","7401 West Hwy 318","Reddick","FL","32686","352-591-1881","29.409","-82.2462","270","14","5","12","Iron Skillet; Wendy's","","yes","Showers|Food|Fuel|Laundry|Repair","6de301f3-14ca-4c44-b816-1820cd9f4ae7","CAT Scale — Petro Stopping Center #323, Reddick","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0324","Petro","net-new-candidate","no-production-match","Petro Phoenix","3730 Fern Valley Rd.","Phoenix","OR","97535","541-535-3372","42.2795","-122.8116","87","6","4","8","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0325","Petro","probable-duplicate","same-address|city|state","Petro North Baltimore","12906 Deshler Rd.","North Baltimore","OH","45872","419-257-3744","41.1738","-83.6475","250","10","5","14","IHOP; Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","4d1432ba-9d0d-4905-909b-2fce8d5d6497","TA Truck Service - Petro #325, North Baltimore","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0326","Petro","probable-duplicate","same-operator-name-in-city|state","Petro N. Little Rock","3205 Valentine Road","North Little Rock","AR","72117","501-945-3206","34.781","-92.1298","250","14","6","10","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","5ff985fa-b430-487b-8217-485a94e97d7d","CAT Scale at Petro Stopping Center #326","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0327","Petro","net-new-candidate","no-production-match","Petro Wheeler Ridge","5821 Dennis McCarthy Dr.","Lebec","CA","93243","661-663-4341","34.9861","-118.9481","415","19","6","12","IHOP; Arby's, Baskin Robbins, Subway, Wendy's","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0329","Petro","net-new-candidate","no-production-match","Petro Mebane","500 Buckhorn Road","Mebane","NC","27302","919-304-7476","36.0772","-79.2251","285","19","5","12","IHOP; Dunkin'","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0330","Petro","net-new-candidate","no-production-match","Petro Glendale","554 W. Glendale Hodgenville Road","Glendale","KY","42740","270-369-6840","37.5984","-85.8734","263","19","5","12","Iron Skillet","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0331","Petro","net-new-candidate","no-production-match","Petro North Las Vegas","6595 North Hollywood Blvd","North Las Vegas","NV","89115","702-632-2640","36.2797","-115.0261","207","16","5","12","Iron Skillet; Dunkin'","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0333","TA","net-new-candidate","no-production-match","TA Hillsboro","160 State Hwy 77","Hillsboro","TX","76645","254-283-6556","32.0455","-97.092","201","10","5","8","IHOP; Burger King","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0336","Petro","net-new-candidate","no-production-match","Petro Carlisle","1201 Harrisburg Ave, Route 11","Carlisle","PA","17013","717-249-1919","40.2319","-77.1418","380","20","6","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0338","Petro","net-new-candidate","no-production-match","Petro Sparks","1950 East Greg St.","Sparks","NV","89431","775-355-8888","39.5233","-119.7087","400","14","5","10","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0339","Petro","net-new-candidate","no-production-match","Petro Spokane","10506 West Aero Road","Spokane","WA","99224","509-842-1100","47.5906","-117.5612","200","11","5","10","Iron Skillet; Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0344","Petro","probable-duplicate","same-operator-name-in-city|state","Petro Kingsland","1105 East King Avenue","Kingsland","GA","31548","912-882-3111","30.7942","-81.6662","136","5","5","9","Popeyes","","yes","Showers|Food|Fuel|Laundry|Repair","4e5234b6-1305-4705-941d-ec5a77370983","CAT Scale at Petro Kingsland (#344)","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0346","Petro","net-new-candidate","no-production-match","Petro Santa Nella","28991 West Gonzaga","Santa Nella","CA","95322","209-827-8025","37.0547","-121.0155","124","7","","12","Burger King","","yes","Showers|Food|Fuel|Laundry","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0347","TA","net-new-candidate","no-production-match","TA Truck Service Franklin","101 Trotter Lane","Franklin","KY","42134","270-586-0877","36.7163","-86.5244","","","4","0","","","","Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0349","Petro","probable-duplicate","same-operator-name-in-city|state","Petro Kingston Springs","162 Luyben Hills Road","Kingston Springs","TN","37082","615-952-3208","36.0824","-87.0955","68","6","4","8","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","b14b490c-6516-43d5-b38d-8aa2e3b7370b","CAT Scale - Petro Kingston Springs","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0350","TA Express","net-new-candidate","no-production-match","TA Express Vinton","601 Westway Blvd.","Canutillo","TX","79835","915-886-5761","31.9581","-106.58","65","6","5","7","Subway","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0352","Petro","net-new-candidate","no-production-match","Petro Gadsden","1724 West Grand Avenue","Gadsden","AL","35904","256-413-7135","33.9956","-86.0827","162","9","6","11","Hunt Brothers Pizza, Popeyes, Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0354","Petro","net-new-candidate","no-production-match","Petro Joplin","4240 Highway 43","Joplin","MO","64804","417-624-3400","37.0072","-94.5523","465","18","8","12","Black Bear Diner; Blimpie, Dairy Queen, Mcdonald's, Starbucks, Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0357","Petro","net-new-candidate","no-production-match","Petro New Paris","9787 US Route 40 West","New Paris","OH","45347","937-637-7800","39.8346","-84.8111","197","13","4","12","Iron Skillet","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0359","Petro","net-new-candidate","no-production-match","Petro Rochelle","900 Petro Rd","Rochelle","IL","61068","815-562-3716","41.9356","-89.0335","350","16","5","10","Iron Skillet; Hub City Express","","","Showers|Food|Fuel|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0361","Petro","net-new-candidate","no-production-match","Petro Fargo","4510 19th Ave S.W.","Fargo","ND","58103","701-282-8105","46.8503","-96.8632","209","10","4","16","Dolly Down; Charleys Philly Steaks, Cinnabon, Papa John's Pizza, Popeyes","","","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0362","Petro","net-new-candidate","no-production-match","Petro York","4700 S. Lincoln Ave.","York","NE","68467","402-362-1776","40.8182","-97.5989","250","16","5","10","Iron Skillet; Pizza Hut Express","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0367","Petro","net-new-candidate","no-production-match","Petro Monee","5915 Monee Road","Monee","IL","60449","708-534-0400","41.4258","-87.7549","90","8","5","7","","","yes","Showers|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0369","Petro","probable-duplicate","same-operator-name-in-city|state","Petro Gary","3001 Grant Street","Gary","IN","46408","219-884-1133","41.5638","-87.3557","405","15","6","15","Iron Skillet; Taco Bell & Pizza Hut Express","","yes","Showers|Food|Fuel|Laundry|Repair","8db48971-1cce-454d-a9c4-24f001a1aca5","CAT Scale at Petro Gary (Grant Street)","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0371","Petro","net-new-candidate","no-production-match","Petro Waterloo","1255 Route 414","Waterloo","NY","13165","315-220-6550","42.9653","-76.8454","221","18","5","12","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0372","Petro","net-new-candidate","no-production-match","Petro Glade Spring","12433 Maple St.","Glade Spring","VA","24340","276-429-6000","36.7708","-81.7793","280","8","5","9","Arby's, Sbarro, Starbucks","","yes","Showers|Food|Fuel|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0376","Petro","net-new-candidate","no-production-match","Petro Brazil","1035 W. State Road 42","Brazil","IN","47834","812-446-2296","39.4455","-87.127","102","8","4","8","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0377","Petro","net-new-candidate","no-production-match","Petro Carnesville","10200 Old Federal Rd.","Carnesville","GA","30521","706-335-1984","34.3481","-83.3199","221","18","5","12","Iron Skillet","Blue Beacon Truck Wash","yes","Showers|Food|Fuel|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0378","Petro","net-new-candidate","no-production-match","Petro Scranton","98 Grove St.","DuPont","PA","18641","570-654-5111","41.3302","-75.7417","428","22","6","10","Iron Skillet/Metro Deli; Metro Deli","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0379","Petro","net-new-candidate","no-production-match","Petro Greensburg","1409 South County Rd. 850 East","Greensburg","IN","47240","812-663-2333","39.3188","-85.326","90","8","3","7","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0382","Petro","probable-duplicate","same-operator-name-in-city|state","Petro Remington","4230 West Highway 24","Remington","IN","47977","219-261-2172","40.767","-87.1261","150","8","4","8","Iron Skillet","","yes","Showers|Food|Fuel|Laundry|Repair","5ca065f4-b503-45a1-9636-b5d8e4505c36","CAT Scale at Petro Remington #382","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0385","Petro","net-new-candidate","no-production-match","Petro Deming","14150 STE C Hwy 418 SW","Deming","NM","88030","575-546-7070","32.2386","-107.9927","150","9","3","10","Iron Skillet; Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0386","Petro","net-new-candidate","no-production-match","Petro Colby","700 West Horton","Colby","KS","67701","785-460-0044","39.3617","-101.0537","90","7","5","7","City Wok Fresh Chinese, Qdoba Mexican Grill, Starbucks","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
"0388","Petro","net-new-candidate","no-production-match","Petro Napoleon","900 American Road","Napoleon","OH","43545","567-694-9977","41.4178","-84.1045","107","7","3","8","Miss J's Diner; Miss J’s Café","","yes","Showers|Food|Fuel|Laundry|Repair","","","","TA/Petro official location master locmaster20260725.xlsx sha256 5ebe0e9f0341...; coordinates as supplied by operator","",""
