listing_id,business_name,category,address,city,state,zip,current_latitude,current_longitude,proposed_latitude,proposed_longitude,confidence,source_url,verification_notes,action,confidence_reason,reviewer_notes,priority,anchor_provenance
930d8058-2612-4312-99fe-c80cc9d03e11,Pilot Travel Center #332,truck-stops,3300 Highway 391 N,North Little Rock,AR,72117,,,34.823607,-92.096193,medium,,mile-marker interpolation; interpolated between mileposts 161 and 161 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,"CO-LOCATED: identical point to pending anchor of listing 0590d8cb-a505-4dfe-bdd6-5ce120d04412 — confirm distinct businesses at this exit; shares proposed point with candidate(s) 03c39975-0f38-4f41-97e7-d50d95b9edf0, 5ff985fa-b430-487b-8217-485a94e97d7d, 683aa9c6-51fa-479d-8042-b597b0bf2958, 740eb2a8-11f4-417c-b100-55913cdad7bb, 7eaa790a-ef79-4337-8268-12328f968bfb, d33bd5af-db05-4f0b-a829-7db826c27a96, ea928447-ab0f-46a4-9d40-916a91f2ffa2",high,exact-exit anchor: census-pending-approval
9691fa24-7dec-48e1-83f0-6c8549f85d40,CAT Scale at Pilot Fort Pierce,cat-scales,7300 Okeechobee Rd,Fort Pierce,FL,34945,,,27.413135,-80.397626,medium,,mile-marker interpolation; interpolated between mileposts 129 and 129 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 3cbba395-9805-41ca-91c5-2a171aebab14 — confirm distinct businesses at this exit; shares proposed point with candidate(s) e5c73805-b895-443e-ad46-5b33992106d6,high,exact-exit anchor: census-pending-approval
97fcf610-ee57-4801-ab8f-87af7945076d,CAT Scale at TA Whitestown,cat-scales,5930 E State Road 334,Whitestown,IN,46075,,,39.989770,-86.374869,medium,,mile-marker interpolation; interpolated between mileposts 130 and 130 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,"CO-LOCATED: identical point to pending anchor of listing efa068e0-042c-4242-a821-08949d2486c2 — confirm distinct businesses at this exit; shares proposed point with candidate(s) 0fd1e82b-0a8e-410b-9af9-8787d6ab89b8, a8c59dd9-a02e-41d1-b843-850c5fa78b43",high,exact-exit anchor: census-pending-approval
98192ea9-07b8-41aa-8b7d-82a96752bd04,CAT Scale at Love's Lafayette #874,cat-scales,2400 E 200 N,Lafayette,IN,47905,,,40.463561,-86.842053,medium,,mile-marker interpolation; interpolated between mileposts 168 and 178 (gap 10 mi),manual-review,anchor gap based; capped at medium by design,"shares proposed point with candidate(s) 76e36705-8140-4902-8922-1ae83351ce7a, ded68cd3-cdaa-4af2-9cbd-df5f6aaf354c",high,lower: census-pending-approval; upper: census-pending-approval
99e14e2c-5498-4df1-b60b-7ff743aec8ae,Flying J Travel Center #605,truck-stops,42 Bradley Cove Rd,Russellville,AR,72801,,,35.279647,-93.093691,medium,,mile-marker interpolation; interpolated between mileposts 84 and 84 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 42fe1af3-f619-4058-a721-afb10238dae3 — confirm distinct businesses at this exit; shares proposed point with candidate(s) b139516b-3826-4241-90b1-050b8b83b179,high,exact-exit anchor: census-pending-approval
a10529de-1b68-4339-b067-ecbb6b3e9fd5,Xtreme Towing Parts and Service,roadside-service,,Florence,SC,,,,34.232524,-79.802882,medium,,mile-marker interpolation; interpolated between mileposts 164 and 164 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 3b130209-e596-4c15-a1fa-522cf7d933bc — confirm distinct businesses at this exit; shares proposed point with candidate(s) d759e929-70d5-47a8-a632-081f53f3a93f,high,exact-exit anchor: census-pending-approval
a1bc2913-40f7-469b-b03b-5ef019d5bb60,Workman's Travel Center - Ozark,truck-stops,3202 Pence Lane,Ozark,AR,72949,,,35.488852,-93.842504,medium,,mile-marker interpolation; interpolated between mileposts 35 and 35 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 6f8465f7-12d6-48a5-afd8-fb057a1d18fb — confirm distinct businesses at this exit; shares proposed point with candidate(s) b8b8025b-b522-4eb1-90bc-ae35d7023de0,high,exact-exit anchor: census-pending-approval
a27c2657-ae16-45da-9332-c6133d808617,US Gas Truck Stop (Carson),truck-stops,16729 S Crater Rd,Carson,VA,23830,,,37.091205,-77.379089,low,,mile-marker interpolation; interpolated between mileposts 33 and 48 (gap 15 mi),manual-review,anchor gap based; capped at medium by design,,normal,lower: census-pending-approval; upper: census-pending-approval
a458560a-f2f2-4149-b476-a63e7a260094,Pilot Travel Center #24,truck-stops,,(I-75 Exit 15 area),OH,,,,39.272994,-84.430434,medium,,mile-marker interpolation; interpolated between mileposts 15 and 15 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 9acc0450-cc55-4324-92b7-85d68f4e4b0b — confirm distinct businesses at this exit; shares proposed point with candidate(s) 4b60c1b7-624c-4541-8466-0844e9e0369e,high,exact-exit anchor: census-pending-approval
a7039d72-37d9-4b9d-aa5b-084491f3a2f6,Super 8 by Wyndham Jackson,hotels-truck-parking,1940 Highway 45 Bypass,Jackson,TN,38305,,,35.676137,-88.752274,medium,,mile-marker interpolation; interpolated between mileposts 80 and 80 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing a57598de-7650-40f5-a6c7-57697b006955 — confirm distinct businesses at this exit,high,exact-exit anchor: census-pending-approval
a7dbd110-935e-4a13-ba6f-0596c4c20676,Sheetz #672 (Woodford/Thornburg),truck-stops,,Woodford,VA,22580,,,38.112646,-77.487902,low,,mile-marker interpolation; interpolated between mileposts 104 and 130 (gap 26 mi),manual-review,anchor gap based; capped at medium by design,shares proposed point with candidate(s) af0c8334-1b41-4f45-a2ed-8969463fb763,normal,lower: census-pending-approval; upper: census-pending-approval
a8c59dd9-a02e-41d1-b843-850c5fa78b43,TA Truck Service - Whitestown,roadside-service,5930 E State Road 334,Whitestown,IN,46075,,,39.989770,-86.374869,medium,,mile-marker interpolation; interpolated between mileposts 130 and 130 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,"CO-LOCATED: identical point to pending anchor of listing efa068e0-042c-4242-a821-08949d2486c2 — confirm distinct businesses at this exit; shares proposed point with candidate(s) 0fd1e82b-0a8e-410b-9af9-8787d6ab89b8, 97fcf610-ee57-4801-ab8f-87af7945076d",high,exact-exit anchor: census-pending-approval
aa897b1d-e1de-4ff0-8ae6-45d82b3077c7,CAT Scale at Dolly's Tennessean Travel Stop,cat-scales,3686 Pulaski Highway,Cornersville,TN,37047,,,35.304676,-86.884102,medium,,mile-marker interpolation; interpolated between mileposts 22 and 22 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 07d998a5-79fa-4b95-b63f-7bbeb29ca62e — confirm distinct businesses at this exit; shares proposed point with candidate(s) 4afcec75-e167-44b6-bf5b-3219086c047e,high,exact-exit anchor: census-pending-approval
ac82ce7a-885f-485b-b1f6-b7072af48ca8,Southern Tire Mart at Pilot - Port Wentworth,tire-repair,7001 GA-21,Port Wentworth,GA,31407,,,32.136182,-81.167818,medium,,mile-marker interpolation; interpolated between mileposts 109 and 109 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,"CO-LOCATED: identical point to pending anchor of listing 4e347a10-336f-40d4-9ef0-e48a91eca38a — confirm distinct businesses at this exit; shares proposed point with candidate(s) 64c31cfc-87b8-41a8-a05f-fd70a50df17c, da315672-4e7f-4389-a555-4e4b7aa1d94a",high,exact-exit anchor: census-pending-approval
af0c8334-1b41-4f45-a2ed-8969463fb763,CDS Tractor Trailer Training (Fredericksburg),cdl-schools,,Thornburg,VA,22565,,,38.112646,-77.487902,low,,mile-marker interpolation; interpolated between mileposts 104 and 130 (gap 26 mi),manual-review,anchor gap based; capped at medium by design,shares proposed point with candidate(s) a7dbd110-935e-4a13-ba6f-0596c4c20676,normal,lower: census-pending-approval; upper: census-pending-approval
b139516b-3826-4241-90b1-050b8b83b179,CAT Scale at Flying J Travel Center #605,cat-scales,42 Bradley Cove Rd,Russellville,AR,72801,,,35.279647,-93.093691,medium,,mile-marker interpolation; interpolated between mileposts 84 and 84 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 42fe1af3-f619-4058-a721-afb10238dae3 — confirm distinct businesses at this exit; shares proposed point with candidate(s) 99e14e2c-5498-4df1-b60b-7ff743aec8ae,high,exact-exit anchor: census-pending-approval
b1514239-fa54-4699-9b65-609e0283b1cb,US Fuel Mart / Interstate Truck Stop,truck-stops,2185 Grant Rd,Portage,OH,,,,41.186626,-83.643855,low,,mile-marker interpolation; interpolated between mileposts 167 and 195 (gap 28 mi),manual-review,anchor gap based; capped at medium by design,,normal,lower: census-pending-approval; upper: census-pending-approval
b23b7bb8-2aab-4205-bdd6-173a12dd5b3e,Noble's Restaurant and Truck Stop,truck-stops,1065 Owenton Rd,Corinth,KY,41010,,,38.485369,-84.581558,low,,mile-marker interpolation; interpolated between mileposts 136 and 159 (gap 23 mi),manual-review,anchor gap based; capped at medium by design,,normal,lower: census-pending-approval; upper: census-pending-approval
b60e869c-5742-40c5-b837-efc9577a6153,Love's Travel Stop #905,truck-stops,416 Village Avenue,Beaverdam,OH,45808,,,40.833061,-83.965796,medium,,mile-marker interpolation; interpolated between mileposts 135 and 135 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,"CO-LOCATED: identical point to pending anchor of listing 0ecffefe-7964-4da6-9052-c230adc0a249 — confirm distinct businesses at this exit; shares proposed point with candidate(s) 5a49d5db-8dcd-4ad8-b10a-b4c6dcacf3a4, 8edd2af2-0264-4f08-aa18-6eb37b42e1c1",high,exact-exit anchor: census-pending-approval
b8b8025b-b522-4eb1-90bc-ae35d7023de0,CAT Scale at Workman's Travel Center,cat-scales,3202 Pence Lane,Ozark,AR,72949,,,35.488852,-93.842504,medium,,mile-marker interpolation; interpolated between mileposts 35 and 35 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 6f8465f7-12d6-48a5-afd8-fb057a1d18fb — confirm distinct businesses at this exit; shares proposed point with candidate(s) a1bc2913-40f7-469b-b03b-5ef019d5bb60,high,exact-exit anchor: census-pending-approval
b92f4315-9237-42fc-ba92-71c2e383e7cc,CAT Scale at Love's #368,cat-scales,300 Arby Dr,Clanton,AL,35045,,,32.841523,-86.601370,low,,mile-marker interpolation; interpolated between mileposts 200 and 219 (gap 19 mi),manual-review,anchor gap based; capped at medium by design,"shares proposed point with candidate(s) 08e36b89-6dee-438f-bd37-edf4a6eab784, 21dc37d4-6706-44d4-8dee-b871cdce17d4",normal,lower: census-pending-approval; upper: census-pending-approval
bb1157b5-7938-4625-b424-393303bcc31e,Days Inn by Wyndham Alma,hotels-truck-parking,250 N US Highway 71,Alma,AR,72921,,,35.472778,-94.252061,medium,,mile-marker interpolation; interpolated between mileposts 13 and 13 (gap 0 mi),manual-review,anchor gap based; capped at medium by design,CO-LOCATED: identical point to pending anchor of listing 587b9f17-2d09-4a6b-90c2-0ed467f935f9 — confirm distinct businesses at this exit,high,exact-exit anchor: census-pending-approval
bbe85dec-152f-460c-a888-a1eb45ba5af7,"CAT Scale — Love's Travel Stop #645, Frenchtown (Monroe)",cat-scales,1609 Nadeau Rd,Frenchtown,MI,48161,,,41.962804,-83.344150,low,,mile-marker interpolation; interpolated between mileposts 15 and 32 (gap 17 mi),manual-review,anchor gap based; capped at medium by design,shares proposed point with candidate(s) 146b8332-2938-43e7-ab80-e6069aee6443,normal,lower: census-pending-approval; upper: census-pending-approval
